keyID,id,creationTimestamps,dernierTimeTampsSynchronisationAvecFireBase,defaultNonSaved_Entre,its_From_CalculeParNewBenifice,laisse_Au_Gerant,typeChoisi,prixCurrency,profitMargin,suggestedUpgrade,parent_M14VentPeriod_KeyId,parent_M14VentPeriod_DebugInfos,parent_M1Produit_KeyId,parent_M1Produit_DebugInfos,parent_M8BonVent_KeyId,parent_M8BonVent_DebugInfos,parent_M2Client_KeyId,parent_M2Client_DebugInfos
-OXNHzWvKF7IRf84OvNE,0,1766424144777,1766424144777,true,true,false,Historique,0.0,0.0,,,,-OV3rmWnL4sNhMeEuJL5,rigalis[UJL5],null,null,null,null
-OXNIjxm790kxkgXiZTA,0,1766424144777,1766424144777,true,true,false,Historique,90.0,0.0,,,,-OV3rmWhnLKyQfwvtEkY,Cotex®[TEKY],null,null,null,null
-OXNJ9LX90dxlxaxyW-q,0,1766424144937,1766424144937,true,true,false,Edited_Pour_Client,388.0,0.0,,,,-OXNJ7BHKEfUGQ_Szl-7,caps vyouli,-OXNGymsMF4S9e0Yjm-W,Bon[p.cli->(M2=الاخ زواوي محمد[VUC])) [jm-W]),-OWI8JStDnDIEDnoBVuC,(M2=الاخ زواوي محمد[VUC])
-OXNJKJcAEt5s_lqAoPD,0,1766424144937,1766424144937,true,true,false,Historique,378.0,0.0,,,,-OXNJ7BHKEfUGQ_Szl-7,caps vyouli,-OXNGymsMF4S9e0Yjm-W,Bon[p.cli->(M2=الاخ زواوي محمد[VUC])) [jm-W]),-OWI8JStDnDIEDnoBVuC,(M2=الاخ زواوي محمد[VUC])
-OXNKg-xz_wwT_vA_tnw,0,1766424144937,1766424144937,true,true,false,Historique,1700.0,0.0,,,,-OV3rmUBmDALpfYLxYWr,thina looz[XYWR],null,null,null,null
-OXNOdg4TLEJE4pB4d2m,0,1754909097872,1763057533470,true,true,false,Prix_Detaille,665.0,0.0,,,,-OV3rmYe3K84d_tZpsHV,Laser Pil®[PSHV],null,null,null,null
-OXNPudXvteqwtCJQQ8X,0,1754904079012,1754904079012,true,true,false,Prix_Detaille,106.0,0.0,,,,-OV3rmZsos_VMYUIDXMo,hanna nssibti la3ziza sachet[DXMO],null,null,null,null
-OXNRCikyfi1GYMLWI_p,0,1754904194313,1759228743243,true,true,false,Prix_Detaille,168.0,0.0,,,,-OV3rmZd4YAAZq5pAOrF,befliore[AORF],null,null,null,null
-OXNTWWssjFkNktErf4l,0,1754904825865,1756225694346,true,true,false,Prix_Detaille,181.0,0.0,,,,-OV3rmZic-n6p9zZ9TF1,dorex[9TF1],null,null,null,null
-OXNVjtx_VVSw3GyzEVC,0,1754905410909,1754905410909,true,true,false,Prix_Detaille,123.0,0.0,,,,-OV3rmVzVKcHINPRF1No,Extra Sencible®[F1NO],null,null,null,null
-OXNZ-uDjofSBNdY9vFg,0,1754906322210,1754906322210,true,true,false,Prix_Detaille,67.0,0.0,,,,-OV3rmW4dda4qAS_NXzr,المسواك صغير Local®[NXZR],null,null,null,null
-OXNaBMTQTkb4fFzbrKr,0,1754906814570,1754906814570,true,true,false,Prix_Detaille,2032.0,0.0,,,,-OV3rmZqyfab9zBgAZ8a,bimbies 84[AZ8A],null,null,null,null
-OXNb6DVjJRUzIwZouVF,0,1754907051140,1759228892945,true,true,false,Prix_Detaille,260.0,0.0,,,,-OV3rmWxNUiXc01wopvV,dorex[OPVV],null,null,null,null
-OXNcFJAtcFJ6FO8IaGq,0,1766424144937,1766424144937,true,true,false,Historique,100.0,0.0,,,,-OV3rmZ63_yQTu1XDZuK,Venus 2 En 1 New®[DZUK],null,null,null,null
-OXNd3fxuF8oK97M9LHF,0,1766424144937,1766424144937,true,true,false,Historique,195.0,0.0,,,,-OV3rmYYRXwhrfBGsxvy,Dorex®[SXVY],null,null,null,null
-OXNdtt_JWI0GP8Dvj8n,0,1754907788171,1755591193244,true,true,false,Prix_Detaille,89.0,0.0,,,,-OV3rmVwPidPjxmtPc9x,Wisso®[PC9X],null,null,null,null
-OXNe-KUA6QUrMslBwnR,0,1754907828078,1758539620365,true,true,false,Prix_Detaille,87.0,0.0,,,,-OV3rmYVxvW532UR9l9f,Natura Enfent®[9L9F],null,null,null,null
-OXNg1UaULkhu2hTapG-,0,1754908341040,1757317488773,true,true,false,Prix_Detaille,496.0,0.0,,,,-OV3rmZwqLJMYY4hREz3,abusaad savon 2[REZ3],null,null,null,null
-OXNkWY-jzaWp8cKVKAN,0,1754909516483,1754909516483,true,true,false,Prix_Detaille,96.0,0.0,,,,-OV3rmZwqLJMYY4hREz7,lilas 2[REZ7],null,null,null,null
-OXNkw_1GufUErn61oV1,0,1754909627750,1756225795875,true,true,false,Prix_Detaille,990.0,0.0,,,,-OV3rmYSAjkktJpqfBT9,Coton D Or Ovale®[FBT9],null,null,null,null
-OXNnmsHfG9jUg0NyiIX,0,1766424144937,1766424144937,true,true,false,Edited_Pour_Client,0.0,0.0,,,,-OV3rmZHmnwn4Vsif59G,optilla 1k,-OXNjGpCib4L6wrqQRG6,Bon[p.cli->(M2=ز.169[K1U])) [QRG6]),-OWI8JSc0ihEHGLkgK1u,(M2=ز..محل كورتماني منير [K1U])
-OXNnnla6lfNNp56O-EX,0,1766424144937,1766424144937,true,true,false,Historique,0.0,0.0,,,,-OV3rmZHmnwn4Vsif59G,optilla 1k[F59G],null,null,null,null
-OXNpsYEFqqqjB_2Ogmz,0,1766424144937,1766424144937,true,true,false,Edited_Pour_Client,255.0,0.0,,,,-OV3rmVErkNZaFU6NVWY,Napolitano Blanche®,-OXNjGpCib4L6wrqQRG6,Bon[p.cli->(M2=ز.169[K1U])) [QRG6]),-OWI8JSc0ihEHGLkgK1u,(M2=ز..محل كورتماني منير [K1U])
-OXNqASjn4wFT57NBvHJ,0,1754911001628,1754911001628,true,true,false,Prix_Detaille,1350.0,0.0,,,,-OV3rmX53jgJckJJrxvd,kriche 1ere choix[RXVD],null,null,null,null
-OXNqXc5X1IEsFChoV69,0,1766424144937,1766424144937,true,true,false,Historique,130.0,0.0,,,,-OV3rmYff1hZ74Nk_sjg,Philips Pils 4®[_SJG],null,null,null,null
-OXNqXu0naR0CMj_t4aR,0,1766424144937,1766424144937,true,true,false,Edited_Pour_Client,136.0,0.0,,,,-OV3rmYff1hZ74Nk_sjg,Philips Pils 4®,-OY11gymoY0MCqg27Gg8,Bon[p.cli->(M2=abderahman remdan[VHN])) [7Gg8]),-OWI8JQvBwhg0aCbLVhn,(M2=abderahman remdan[VHN])
-OXNq_c6Kyx7FVBVE3ne,0,1754911108027,1758533354197,true,true,false,Prix_Detaille,1630.0,0.0,,,,-OV3rmZd4YAAZq5pAOr1,shenieder[AOR1],null,null,null,null
-OXNqoUR9tPX-igmuhuS,0,1754911169728,1754911169728,true,true,false,Prix_Detaille,1180.0,0.0,,,,-OV3rmX3lNKmQXXsvuEt,Gixime[VUET],null,null,null,null
-OXNqsSXhlu3HgAqQTxf,0,1754911186151,1754911186151,true,true,false,Prix_Detaille,1580.0,0.0,,,,-OV3rmWuGj15ap8R4tqF,techno[4TQF],null,null,null,null
-OXNrXqKQnUQCWqFfdTS,0,1754911359016,1758012033305,true,true,false,Prix_Detaille,1530.0,0.0,,,,-OV3rmZWtc5DNYZNqW2J,star max[QW2J],null,null,null,null
-OXRj3Jq1PzOnPM6OGrH,0,1754976396229,1755597993245,true,true,false,Prix_Detaille,1370.0,0.0,,,,-OV3rmYP42_0CJ3EB0hX,Wiwi Halkom®[B0HX],null,null,null,null
-OXRjylZNd3XfC5xokT4,0,1754976487012,1775324138516,true,true,false,Prix_Detaille,1190.0,0.0,,,,-OV3rmYGsyd2-YWPEyuS,Carmen Surprise®[EYUS],null,null,null,null
-OXRkWLTYSVSF_3fQJNs,0,1754976628120,1778365601266,false,true,false,Prix_Detaille,530.0,0.0,Historique,,,-OV3rmYbW2TP8cpus4TH,Tonner®[S4TH],null,null,null,null
-OXRke8qGFBCEpJEtcxJ,0,1754976661145,1780564721003,false,true,false,Prix_Detaille,465.0,0.0,Historique,,,-OV3rmVnRA_zxDCggHhu,Optila Stick 5Da®[GHHU],null,null,null,null
-OXRlIVnhGtax6gjicOi,0,1754976830346,1754976830346,true,true,false,Prix_Detaille,1810.0,0.0,,,,-OV3rmXHcBwAJ9IW_HMK,chupa chips[_HMK],null,null,null,null
-OXS7rKbFtf3Ebqsf8yP,0,1766424144937,1766424144937,true,true,false,Prix_SupperGro_Et_PresentationService,265.0,0.0,,,,-OV3rmTvJ_03hWo27pp2,May Stick®,-OXwpO5-TjmxVffbrU4D,Bon[p.cli->(M2=zohire[GFD])) [rU4D]),-OWI8JQlhGjA_HzMCGFD,(M2=zohire[GFD])
-OXS7smBLqxz3msp2VyL,0,1766424144937,1766424144937,true,true,false,Prix_SupperGro_Et_PresentationService,255.0,0.0,,,,-OV3rmVErkNZaFU6NVWY,Napolitano Blanche®,-OXNjGpCib4L6wrqQRG6,Bon[p.cli->(M2=ز.169[K1U])) [QRG6]),-OWI8JSc0ihEHGLkgK1u,(M2=ز..محل كورتماني منير [K1U])
-OXS85-tXU4xs8qJ4vJh,0,1775377330869,1775377332707,true,true,false,Prix_SupperGro_Et_PresentationService,1890.0,0.0,,,,-OV3rmVl89ncSOcXOC5l,Pistache Fruseco®,-OXNjGpCib4L6wrqQRG6,Bon[p.cli->(M2=ز.169[K1U])) [QRG6]),-OWI8JSc0ihEHGLkgK1u,(M2=ز..محل كورتماني منير [K1U])
-OXS869c7h44jhdJk1gN,0,1766424144937,1780558192193,false,true,false,Prix_SupperGro_Et_PresentationService,415.0,0.0,Historique,,,-OV3rmZDtYQtq7F72Cka,Copor®,-OXNjGpCib4L6wrqQRG6,Bon[p.cli->(M2=ز.169[K1U])) [QRG6]),-OWI8JSc0ihEHGLkgK1u,(M2=ز..محل كورتماني منير [K1U])
-OXS89qP2SAhEFL9R5yG,0,1775934856676,1779312430349,false,true,false,Prix_SupperGro_Et_PresentationService,505.0,0.0,Historique,,,-OV3rmYs5JCoaBv6cWca,Turta®,-OXNjGpCib4L6wrqQRG6,Bon[p.cli->(M2=ز.169[K1U])) [QRG6]),-OWI8JSc0ihEHGLkgK1u,(M2=ز..محل كورتماني منير [K1U])
-OXS8Blv_iWfa1YdP6wH,0,1766424144937,1775377171895,true,true,false,Prix_SupperGro_Et_PresentationService,490.0,0.0,,,,-OV3rmXMzUp8dkDo0WFs,my candy,-OXNjGpCib4L6wrqQRG6,Bon[p.cli->(M2=ز.169[K1U])) [QRG6]),-OWI8JSc0ihEHGLkgK1u,(M2=ز..محل كورتماني منير [K1U])
-OXS8NYq8nOoPObYRX_t,0,1766424145017,1766424145017,true,true,false,Prix_SupperGro_Et_PresentationService,116.0,0.0,,,,-OV3rmZkqcwDA5Xz8QVx,venus gel douche homme 2,-OXNjGpCib4L6wrqQRG6,Bon[p.cli->(M2=ز.169[K1U])) [QRG6]),-OWI8JSc0ihEHGLkgK1u,(M2=ز..محل كورتماني منير [K1U])
-OXS8OhbUGGjzptpGZoV,0,1766424145017,1766424145017,true,true,false,Prix_SupperGro_Et_PresentationService,430.0,0.0,,,,-OV3rmZUhs5LVYpshJyj,ananas,-OXNjGpCib4L6wrqQRG6,Bon[p.cli->(M2=ز.169[K1U])) [QRG6]),-OWI8JSc0ihEHGLkgK1u,(M2=ز..محل كورتماني منير [K1U])
-OXSPo_ox5v5j4p_0uv7,0,1766424145017,1766424145017,true,true,false,Edited_Pour_Client,403.0,0.0,,,,-OV3rmZCiGvi-eKYhEdC,caps tawila,-OXSJxK-3lhEPIsVvEgW,Bon[p.cli->(M2=Mohamed w walid[PJR])) [vEgW]),-OWI8JR1d2ynp3xfvpjr,(M2=Mohamed w walid[PJR])
-OXSZDmZzf20VvfvHjLj,0,1766424145118,1775389179823,false,true,false,Historique,410.0,0.0,,,,-OV3rmWjwlgAcWASJ7fc,montimix[J7FC],null,null,null,null
-OXSZTxskycuYqbqIN4a,0,1766424145017,1766424145017,true,true,false,LeMaxPrixArrive,870.0,0.0,,,,-OV3rmY8d9w3wRilPxf_,Snowboll®,-OXSYeK00kp95XC11ZCB,Bon[p.cli->(M2=abderrahman[DXP])) [1ZCB]),-OWI8JQk2ev9uApMEDXp,(M2=abderrahman[DXP])
-OXSZa-LyPflhNVgfkEe,0,1766424145118,1766424145118,true,true,false,Historique,390.0,0.0,,,,-OV3rmXNn6dgkQDgg02x,bombino[G02X],null,null,null,null
-OXSwqHZtXJNTHLg9s9u,0,1766424145118,1766424145118,true,true,false,Prix_Detaille,287.0,0.0,,,,-OV3rmYhLA4iJqXiVX9e,Dove®,-OXSqXmrOOtren3TVJIN,Bon[p.cli->(M2=faress fi tarik[LG2])) [VJIN]),-OWI8JQtYZcUBRShOlg2,(M2=faress fi tarik[LG2])
-OXT1dXq70X8gHrMsemO,0,1766424145118,1766424145118,true,true,false,Historique,290.0,0.0,,,,-OV3rmZUhs5LVYpshJyj,ananas[HJYJ],null,null,null,null
-OXT1tjrOxJXDqQdjJRC,0,1766424145118,1766424145118,true,true,false,Edited_Pour_Client,430.0,0.0,,,,-OV3rmZUhs5LVYpshJyj,ananas,-OXNjGpCib4L6wrqQRG6,Bon[p.cli->(M2=ز.169[K1U])) [QRG6]),-OWI8JSc0ihEHGLkgK1u,(M2=ز..محل كورتماني منير [K1U])
-OXT7bzBr2pBJt22wpOP,0,1766424145118,1766424145118,true,true,false,Historique,188.0,0.0,,,,-OV3rmVrYNoq4MzvH6yS,Ambassadeur®[H6YS],null,null,null,null
-OXV84Z3TXSvDz8aMPOB,0,1766424145118,1766424145118,true,true,false,Historique,440.0,0.0,,,,-OV3rmUEyDAap5NDYMh7,thina kabouya[YMH7],null,null,null,null
-OXV84yICQKi-CoRiJuo,0,1766424145118,1766424145118,true,true,false,Edited_Pour_Client,480.0,0.0,,,,-OV3rmUEyDAap5NDYMh7,thina kabouya,-OXSTb7y-6DA2_m01rT_,Bon[p.cli->(M2=rachid[KHW])) [1rT_]),-OWI8JQo_IAoXdyEVKhW,(M2=rachid[KHW])
-OXXq3FXbxdE6Pn32nAX,0,1766424145118,1766424145118,true,true,false,Prix_Detaille,403.0,0.0,,,,-OV3rmXxuG5zLBB7PTfU,caps #R9I9A,-OXSBIB1M3SypBAbMPJV,Bon[p.cli->(M2=zohire[GFD])) [MPJV]),-OWI8JQlhGjA_HzMCGFD,(M2=zohire[GFD])
-OXXqowrxorfjFF6NF0x,0,1766424145211,1766424145211,true,true,false,Historique,370.0,0.0,,,,-OV3rmUOkRWgMSGHegM2,caps carre[EGM2],null,null,null,null
-OXXqsThkZAFUUkVzk3A,0,1766424145211,1766424145211,true,true,false,Historique,395.0,0.0,,,,-OV3rmZCiGvi-eKYhEdC,caps tawila[HEDC],null,null,null,null
-OXXrDhc1OvpUnjr86NH,0,1766424145211,1766424145211,true,true,false,Historique,403.0,0.0,,,,-OV3rmXxuG5zLBB7PTfU,caps #R9I9A,-OXSBIB1M3SypBAbMPJV,Bon[p.cli->(M2=zohire[GFD])) [MPJV]),-OWI8JQlhGjA_HzMCGFD,(M2=zohire[GFD])
-OXYo5OUVFqPQCTw9Bip,0,1766424145211,1766424145211,true,true,false,Edited_Pour_Client,1024.0,0.0,,,,-OXYo-13LM7hLYjPbI36,netto the boll,-OXSJxK-3lhEPIsVvEgW,Bon[p.cli->(M2=Mohamed w walid[PJR])) [vEgW]),-OWI8JR1d2ynp3xfvpjr,(M2=Mohamed w walid[PJR])
-OXYofD1_LS6b2GrJgc5,0,1766424145211,1766424145211,true,true,false,Prix_Detaille,980.0,0.0,,,,-OXYo-13LM7hLYjPbI36,netto the boll,-OXSJxK-3lhEPIsVvEgW,Bon[p.cli->(M2=Mohamed w walid[PJR])) [vEgW]),-OWI8JR1d2ynp3xfvpjr,(M2=Mohamed w walid[PJR])
-OXYr6OOGL4IAVdI3GYn,0,1766424145211,1766424145211,true,true,false,Edited_Pour_Client,960.0,0.0,,,,-OV3rmXoc50oSOkD60mX,#KABOYA #MALHA,-OXSTb7y-6DA2_m01rT_,Bon[p.cli->(M2=rachid[KHW])) [1rT_]),-OWI8JQo_IAoXdyEVKhW,(M2=rachid[KHW])
-OXYrAxWWB4xtMJVRhV2,0,1766424145211,1766424145211,true,true,false,Prix_SupperGro_Et_PresentationService,820.0,0.0,,,,-OV3rmXoc50oSOkD60mX,#KABOYA #MALHA,-OXSTb7y-6DA2_m01rT_,Bon[p.cli->(M2=rachid[KHW])) [1rT_]),-OWI8JQo_IAoXdyEVKhW,(M2=rachid[KHW])
-OXYrChjtrHPM6LROuBb,0,1766424145211,1766424145211,true,true,false,Historique,960.0,0.0,,,,-OV3rmXoc50oSOkD60mX,#KABOYA #MALHA,-OXSTb7y-6DA2_m01rT_,Bon[p.cli->(M2=rachid[KHW])) [1rT_]),-OWI8JQo_IAoXdyEVKhW,(M2=rachid[KHW])
-OXYrb_fvwPpHwJUfPVY,0,1766424145211,1766424145211,true,true,false,Edited_Pour_Client,840.0,0.0,,,,-OWGR2vdO_VtxxjL7W-N,jelleno,-OXSTb7y-6DA2_m01rT_,Bon[p.cli->(M2=rachid[KHW])) [1rT_]),-OWI8JQo_IAoXdyEVKhW,(M2=rachid[KHW])
-OXYvZcLEF1TvGR8Di4H,0,1758228597568,1759343496516,true,true,false,Prix_SupperGro_Et_PresentationService,107.0,0.0,,,,-OV3rmY_5nCCJKSbiHol,Venus®,-OXSDUlok0IsbqbOdoCY,Bon[p.cli->(M2=3omar_yousef[LG3])) [doCY]),-OWI8JQtYZcUBRShOlg3,(M2=3omar_yousef[LG3])
-OXYwjpPa6v3rteDULu_,0,1766424145211,1766424145211,true,true,false,Prix_SupperGro_Et_PresentationService,570.0,0.0,,,,-OV3rmYA785Roq7AQ3cF,Freedent T6®,-OXSDUlok0IsbqbOdoCY,Bon[p.cli->(M2=3omar_yousef[LG3])) [doCY]),-OWI8JQtYZcUBRShOlg3,(M2=3omar_yousef[LG3])
-OXZ0IQfSO3R8QVIuI88,0,1766424145211,1766424145211,true,true,false,Historique,980.0,0.0,,,,-OXYo-13LM7hLYjPbI36,netto the boll,-OXSJxK-3lhEPIsVvEgW,Bon[p.cli->(M2=Mohamed w walid[PJR])) [vEgW]),-OWI8JR1d2ynp3xfvpjr,(M2=Mohamed w walid[PJR])
-OXZvWfgas21pnba2Spy,0,1766424145211,1766424145211,true,true,false,Historique,157.0,0.0,,,,-OV3rmZd4YAAZq5pAOrF,befliore,-OXSqXmrOOtren3TVJIN,Bon[p.cli->(M2=faress fi tarik[LG2])) [VJIN]),-OWI8JQtYZcUBRShOlg2,(M2=faress fi tarik[LG2])
-OXmzG8vvsPPniNFlKU-,0,1755349750651,1756162010475,true,true,false,Prix_Detaille,270.0,0.0,,,,-OV3rmZXcdYC6H8MiwGw,balons[IWGW],null,null,null,null
-OXvxABtJMAtapA4qpvg,0,1766424145211,1766424145211,true,true,false,Historique,390.0,0.0,,,,-OV3rmZXcdYC6H8MiwGs,apariellle moustique[IWGS],null,null,null,null
-OXvxXfCLqB2UOpKHLQ0,0,1766424145211,1766424145211,true,true,false,Historique,140.0,0.0,,,,-OV3rmZPYMzrmrQjtFm0,confiture gazel[TFM0],null,null,null,null
-OXvyU6dRjpZOHNfs5dr,0,1766424145211,1766424145211,true,true,false,Historique,950.0,0.0,,,,-OV3rmY5SZWfiDjH_F6e,KABOYA HALWA[_F6E],null,null,null,null
-OXw52dHhZycLFrvFoIR,0,1766424145211,1766424145211,true,true,false,Edited_Pour_Client,1590.0,0.0,,,,-OV3rmXn6p_OEAFJ0Zul,#ZRI3A #M9ACHRA,-OY0U0gumkTyD5A17786,Bon[p.cli->(M2=abdelhamid[VMA])) [7786]),-OWI8JQmKE2vDkUBtvmA,(M2=abdelhamid[VMA])
-OXw59aTQkM6rpNyr7IQ,0,1766424145211,1766424145211,true,true,false,Prix_SupperGro_Et_PresentationService,1590.0,0.0,,,,-OV3rmXn6p_OEAFJ0Zul,#ZRI3A #M9ACHRA,-OXw58OP0wCNRwyT82FL,Bon[p.cli->(M2=ز..محل كورتماني منير [K1U])) [82FL]),-OWI8JSc0ihEHGLkgK1u,(M2=ز..محل كورتماني منير [K1U])
-OXwSYOv85kD3dJ1rIEL,0,1766424145211,1766424145211,true,true,false,Edited_Pour_Client,86.0,0.0,,,,-OV3rmVwPidPjxmtPc9x,Wisso®,-OXwRgUhQ9YXh3AQdgii,Bon[p.cli->(M2=وجل شايب رضوان[WUC])) [dgii]),-OWI8JSuacimKAeQ2wuc,(M2=وجل شايب رضوان[WUC])
-OXwZFNeqchGl7QhKVrx,0,1766424145211,1766424145211,true,true,false,Historique,2125.0,0.0,,,,-OV3rmZShn2fS6OTnNRl,el mukam[NNRL],null,null,null,null
-OXwZFh7mN2c6REevyau,0,1766424145211,1766424145211,true,true,false,Edited_Pour_Client,2200.0,0.0,,,,-OV3rmZShn2fS6OTnNRl,el mukam,-OXwZ2i5g6cRamRVp8Aa,Bon[p.cli->(M2=زالاخ لعمري[0Q-])) [p8Aa]),-OXwYuDTsECBKzHjT0q-,(M2=زالاخ لعمري[0Q-])
-OXweMs_FliL9NPydVkf,0,1766424145211,1766424145211,true,true,false,Historique,330.0,0.0,,,,-OV3rmXLbEgXeObp9Cwe,jellopey #METREG#[9CWE],null,null,null,null
-OXweNKFKO26W06Ohamk,0,1766424145211,1766424145211,true,true,false,Edited_Pour_Client,340.0,0.0,,,,-OV3rmXLbEgXeObp9Cwe,jellopey #METREG#,-OXweBZjl2qHR4B7aXDy,Bon[p.cli->(M2=محل لي مخبي قدام باركينغ[UTZ])) [aXDy]),-OWI8JSzDEHPRK8nhUTZ,(M2=محل لي مخبي قدام باركينغ[UTZ])
-OXweOiwoMUXekCQ1o-m,0,1766424145211,1766424145211,true,true,false,Historique,400.0,0.0,,,,-OV3rmXMzUp8dkDo0WFn,stiks[0WFN],null,null,null,null
-OXweP14B-4aPfwxxcAd,0,1766424145211,1766424145211,true,true,false,Edited_Pour_Client,420.0,0.0,,,,-OV3rmXMzUp8dkDo0WFn,stiks,-OXweBZjl2qHR4B7aXDy,Bon[p.cli->(M2=محل لي مخبي قدام باركينغ[UTZ])) [aXDy]),-OWI8JSzDEHPRK8nhUTZ,(M2=محل لي مخبي قدام باركينغ[UTZ])
-OXwnc2iocP_FMqFXRQy,0,1766424145211,1766424145211,true,true,false,Historique,450.0,0.0,,,,-OV3rmVoL8Gi1h_I65vf,Pinko®[65VF],null,null,null,null
-OXwncSe9nk8BRtvv948,0,1766424145211,1766424145211,true,true,false,Prix_Detaille,500.0,0.0,,,,-OV3rmVoL8Gi1h_I65vf,Pinko®,-OXwmLoo4ZjJ4TO3fMns,Bon[p.cli->(M2=abderrahman[DXP])) [fMns]),-OWI8JQk2ev9uApMEDXp,(M2=abderrahman[DXP])
-OXwo5a-s8nVAFzg3q-O,0,1766424145211,1766424145211,true,true,false,Historique,380.0,0.0,,,,-OV3rmWmgc4HvJ39-sH7,coffee[-SH7],null,null,null,null
-OY0NXOkhOcpeVV_nbn4,0,1766424145211,1766424145211,true,true,false,Edited_Pour_Client,590.0,0.0,,,,-OV3rmVORkjXMuvJFFFZ,Dydo®,-OY0Moe53-s-0uOK3-NK,Bon[p.cli->(M2=3omar_yousef[LG3])) [3-NK]),-OWI8JQtYZcUBRShOlg3,(M2=3omar_yousef[LG3])
-OY0NhwG06pceWrV0NDX,0,1766424145211,1766424145211,true,true,false,Historique,0.0,0.0,,,,-OV3rmZzIPw7qRDakSfx,regalo kebir[KSFX],null,null,null,null
-OY0NiEaa4tPUmcmB3BC,0,1766424145211,1766424145211,true,true,false,Edited_Pour_Client,0.0,0.0,,,,-OV3rmZzIPw7qRDakSfx,regalo kebir,-OY0Moe53-s-0uOK3-NK,Bon[p.cli->(M2=3omar_yousef[LG3])) [3-NK]),-OWI8JQtYZcUBRShOlg3,(M2=3omar_yousef[LG3])
-OY0UBRIWomqPkB139h3,0,1766424145211,1766424145211,true,true,false,Historique,1550.0,0.0,,,,-OV3rmXn6p_OEAFJ0Zul,#ZRI3A #M9ACHRA[0ZUL],null,null,null,null
-OY0mrYxHsh8mTjrWGYf,0,1766424145211,1766424145211,true,true,false,Edited_Pour_Client,1315.0,0.0,,,,-OV3rmYP42_0CJ3EB0hX,Wiwi Halkom®,-OY0mVqnZrryilp2cKoT,Bon[p.cli->(M2=Mohamed w walid[PJR])) [cKoT]),-OWI8JR1d2ynp3xfvpjr,(M2=Mohamed w walid[PJR])
-OY0mzxLNvPvTH0LhQjS,0,1766424145211,1766424145211,true,true,false,Edited_Pour_Client,322.5,0.0,,,,-OV3rmYm1xPYP7lA4INc,Afrah®,-OY0mVqnZrryilp2cKoT,Bon[p.cli->(M2=Mohamed w walid[PJR])) [cKoT]),-OWI8JR1d2ynp3xfvpjr,(M2=Mohamed w walid[PJR])
-OY0nWJlbCUPAfUq8xcu,0,1766424145211,1766424145211,true,true,false,Historique,770.0,0.0,,,,-OV3rmWlb1_yk3zFv3al,Vicky Arneb فيكي ارنب[V3AL],null,null,null,null
-OY0nWY_ugQ8MMlcJJRu,0,1766424145211,1766424145211,true,true,false,Edited_Pour_Client,810.0,0.0,,,,-OV3rmWlb1_yk3zFv3al,Vicky Arneb فيكي ارنب,-OY0mVqnZrryilp2cKoT,Bon[p.cli->(M2=Mohamed w walid[PJR])) [cKoT]),-OWI8JR1d2ynp3xfvpjr,(M2=Mohamed w walid[PJR])
-OY0nXV6oUe5BVKCkxP9,0,1766424145211,1766424145211,true,true,false,Edited_Pour_Client,870.0,0.0,,,,-OV3rmWlb1_yk3zFv3ap,Vicky ninja,-OY0mVqnZrryilp2cKoT,Bon[p.cli->(M2=Mohamed w walid[PJR])) [cKoT]),-OWI8JR1d2ynp3xfvpjr,(M2=Mohamed w walid[PJR])
-OY0nZziiiaE0dHgRQb-,0,1766424145211,1766424145211,true,true,false,Edited_Pour_Client,225.0,0.0,,,,-OV3rmWnL4sNhMeEuJL5,rigalis,-OY0mVqnZrryilp2cKoT,Bon[p.cli->(M2=Mohamed w walid[PJR])) [cKoT]),-OWI8JR1d2ynp3xfvpjr,(M2=Mohamed w walid[PJR])
-OY0qCSpjp-TA5KFTxnZ,0,1766424145211,1766424145211,true,true,false,Edited_Pour_Client,435.0,0.0,,,,-OV3rmYv9nFbPhQJq8Fi,Brino®,-OY0pDCKR0MvPfTOhxa_,Bon[p.cli->(M2=3aze dine_ayoube[AXS])) [hxa_]),-OWI8JQrSOknEZ_MSaXs,(M2=3aze dine_ayoube[AXS])
-OY152Xm0pQYGFo76_8D,0,1766424145211,1766424145211,true,true,false,Historique,135.0,0.0,,,,-OV3rmZDtYQtq7F72Cke,el raki[2CKE],null,null,null,null
-OY15ElVsdfW3tf_Z3yd,0,1766424145211,1766424145211,true,true,false,Historique,2950.0,0.0,,,,-OV3rmXn6p_OEAFJ0Zup,Noix cajo # KHCHIN MALAH[0ZUP],null,null,null,null
-OY1STVZZIcJr9rF0Ok1,0,1766424145211,1771666673966,true,true,false,Prix_Detaille,435.0,0.0,,,,-OV3rmYv9nFbPhQJq8Fi,Brino®,-OY1SGQbdCxJHyz7VVRh,Bon[p.cli->(M2=faress fi tarik[LG2])) [VVRh]),-OWI8JQtYZcUBRShOlg2,(M2=faress fi tarik[LG2])
-OY1SbI2oh19hHQyqc58,0,1766424145211,1766424145211,true,true,false,Prix_Detaille,139.0,0.0,,,,-OV3rmZDtYQtq7F72Cke,el raki,-OY1SGQbdCxJHyz7VVRh,Bon[p.cli->(M2=faress fi tarik[LG2])) [VVRh]),-OWI8JQtYZcUBRShOlg2,(M2=faress fi tarik[LG2])
