keyID,creationTimestamp,dernierTimeTampsSynchronisationAvecFireBase,appDesignedPourWorkingGrossisst3Ali,its_mode_affiche_que_produits_au_depot,mode_edite_dispo,credit_fait,nom,autres_Noms_SepareParComma,deviceModelNom,deviceModelId,period_Qui_Doit_Etre_Au_Entre,separeted_by_commas_keys_clients_a_cible_groupe_n1,keys_clients_a_cible_groupe_n2,keys_clients_a_cible_groupe_n3,image_detail_produit_s_affiche,presentoireEBoutiqueFilterProduitDuCatalogueAvecBsonObjectId,hideAppScreen,travailleChezGrossisst3Ali,affiche_toujoure_tariffs_tournet,its_Admin,c_Ouvert_Pour_Au_Command_Add_Period,text_Message_Warning,ne_affiche_que_fragment,itsProductionModePourCeCompt,ceComptVendeurInsertBonsAchatAuPeriodID,ceComptVendeurStartAffichePeriod,migreSonDataBaseAuStart,cConnectAuDevelopingDataBaseAuRelodApp,mainInitDataBaseProgressEtate,filter_marqueClient_Name,next_start,force_next_start_,activeDialogSearchM1Produit,active_ProduitKeyID_Au_DroopDown_PresenterEcran,active_CouleurKeyID_Extended_Image,affiche_Dialog_Fast_Affiche_Panie_App4,affiche_ProduitDataBaseEdites_ComposableViews,couleurAchateOperationIdOuvertPourCeCompt,couleurAchateOperationKeyOuvertPourCeCompt,ouvertProduitOnVentNom,current_OnVent_M14VentPeriode_KeyID,current_OnVent_M14VentPeriode_DebugInfos,onVentM8BonVentKey,onVentM8BonVentDebugInfos,onVentM1ProduitInfosKeyID,onVentM1ProduitInfosDebugName,onVentM3CouleurProduitInfosKeyID,onVentM3CouleurProduitDebugInfos,dialogAboveAll_OutlinedSearchListProduits,dialogChoisireQuantityM1ProduitInfosKeyID,dialogChoisireQuantityM1ProduitInfosDebugName,activeFocuce_TariffPrixDifineur_M1ProduitKeyID,activeFocuceTariffPrixDifineurM1ProduitDebugInfos,startTextSearchM1Produit,click_On_Marque,KeyByParent,vid,limite_couleurs_ou_leur_last_achate_est_moin_que_jour
-OpD3xqjl6XxC4jonSpa,1775131418971,1775131418971,true,true,false,0.0,,,DT10-TAB4G,PPR1.180610.011,,""",""",""",""",""",""",true,,false,false,false,false,true,,,false,0,0,false,false,0.0,no Filter,StandartInit_Sans_RienFair,DeleteInsertAll_Active_Key,false,,,false,true,,,,,,,,,,null,null,false,null,null,null,null,,Standart,,1,30
-OpDVLdbrV6d_umV8dLB,1775138599884,1775138599884,true,true,false,0.0,,,Redmi Note 8,RKQ1.201004.002,,""",""",""",""",""",""",true,,false,false,false,false,true,,,false,0,0,false,false,0.0,no Filter,StandartInit_Sans_RienFair,DeleteInsertAll_Active_Key,false,,,false,true,,,,,,,,,,null,null,false,null,null,null,null,,Standart,,1,30
-OpDWI3I0H9a53frJPQ0,1775138847357,1775138847357,true,true,false,0.0,,,Redmi Note 8,RKQ1.201004.002,,""",""",""",""",""",""",true,,false,false,false,false,true,,,false,0,0,false,false,0.0,no Filter,StandartInit_Sans_RienFair,DeleteInsertAll_Active_Key,false,,,false,true,,,,,,,,,,null,null,false,null,null,null,null,,Standart,,1,30
-OpDZKfPEsTKnROALvmx,1775139644554,1775139644554,true,true,false,0.0,,,Redmi Note 8,RKQ1.201004.002,,""",""",""",""",""",""",true,,false,false,false,false,true,,,false,0,0,false,false,0.0,no Filter,StandartInit_Sans_RienFair,DeleteInsertAll_Active_Key,false,,,false,true,,,,,,,,,,null,null,false,null,null,null,null,,Standart,,1,30
-OpDcomX0CzDVbEppSxC,1775140820440,1775140820440,true,true,false,0.0,,,Redmi Note 8,RKQ1.201004.002,,""",""",""",""",""",""",true,,false,false,false,false,true,,,false,0,0,false,false,0.0,no Filter,StandartInit_Sans_RienFair,DeleteInsertAll_Active_Key,false,,,false,true,,,,,,,,,,null,null,false,null,null,null,null,,Standart,,1,30
-OpDezu71nanXMY3MsJX,1775141388154,1775141388154,true,true,false,0.0,,,DT10-TAB4G,PPR1.180610.011,,""",""",""",""",""",""",true,,false,false,false,false,true,,,false,0,0,false,false,0.0,no Filter,StandartInit_Sans_RienFair,DeleteInsertAll_Active_Key,false,,,false,true,,,,,,,,,,null,null,false,null,null,null,null,,Standart,,1,30
-OpDrtyZOvI1oHYYKkUQ,1775144774009,1775144774009,true,true,false,0.0,,,Redmi Note 8,RKQ1.201004.002,,""",""",""",""",""",""",true,,false,false,false,false,true,,,false,0,0,false,false,0.0,no Filter,StandartInit_Sans_RienFair,DeleteInsertAll_Active_Key,false,,,false,true,,,,,,,,,,null,null,false,null,null,null,null,,Standart,,1,30
-OpENIwkZ13O7uL_wDUb,1775153268847,1775153268847,true,true,false,0.0,,,Redmi Note 8,RKQ1.201004.002,,""",""",""",""",""",""",true,,false,false,false,false,true,,,false,0,0,false,false,0.0,no Filter,StandartInit_Sans_RienFair,DeleteInsertAll_Active_Key,false,,,false,true,,,,,,,,,,null,null,false,null,null,null,null,,Standart,,1,30
-Opbv8CPPZKoFnspKz1a,1775565051962,1775565051962,true,true,false,0.0,,,DT10-TAB4G,PPR1.180610.011,,""",""",""",""",""",""",true,,false,false,false,false,true,,,false,0,0,false,false,0.0,no Filter,StandartInit_Sans_RienFair,DeleteInsertAll_Active_Key,false,,,false,true,,,,,,,,,,null,null,false,null,null,null,null,,Standart,,1,30
-OpcOqmYeRvASR0q2W9Q,1775573103458,1775573103458,true,true,false,0.0,,,DT10-TAB4G,PPR1.180610.011,,""",""",""",""",""",""",true,,false,false,false,false,true,,,false,0,0,false,false,0.0,no Filter,StandartInit_Sans_RienFair,DeleteInsertAll_Active_Key,false,,,false,true,,,,,,,,,,null,null,false,null,null,null,null,,Standart,,1,30
